file,v2,v3,v4,v5,v7,v8,v9,v10,age,gender,hhi,ethnicity,hispanic,political_party,region,zip,device_type,education,consent,q98,intro,crt1,crt2,crt3,crt4,crt5,crt6,crt7,crt_seen,pk_inst,pk_1,pk_1_1,pk_1_2,pk_1_3,pk_1_4,pk_2,pk_2_rt_1,pk_2_rt_2,pk_2_rt_3,pk_2_rt_4,pk_3,pk_3_rt_1,pk_3_rt_2,pk_3_rt_3,pk_3_rt_4,pk_4,pk_4_rt_1,pk_4_rt_2,pk_4_rt_3,pk_4_rt_4,pk_5,pk_5_rt_1,pk_5_rt_2,pk_5_rt_3,pk_5_rt_4,v66,v67,gender_text,v69,income,ethnicity_1,ethnicity_2,ethnicity_3,ethnicity_4,ethnicity_5,ethnicity_6,ethnicity_6_text,climate_risk_1,political_position,political_position_text,political_preference,social_conserv,econ_conserv,_vote,_vote_1,imp_accurate,imp_surprising,imp_intersting,imp_politics,imp_funny,time,lucidtime,comment
1,Default Response Set,Anonymous,,,0,1/9/2020 8:42,1/9/2020 8:53,1,,,,,,,,,,,4,1,1,8,50,20,first,7,june,9,3,1,,0,0,10.149,0,0,9.1689997,9.1689997,10.117,1,,0.287,0.287,10.025,1,,0,0,10.021,0,,0,0,10.021,0,75,2,,2,3,1,,,,,,,8,3,,3,3,3,2,1,3,3,3,1,4,6,20,no
1,Default Response Set,Anonymous,,,0,1/9/2020 8:43,1/9/2020 8:47,1,,,,,,,,,,,4,1,1,8,50,13,1,7,june,9,3,1,1,3.9920001,3.9920001,5.8000002,1,0,2.632,2.632,3.8440001,1,0,4.026,4.026,5.493,1,1,2.0539999,2.0539999,3.368,1,1,5.6919999,5.6919999,7.1719999,1,51,2,,4,1,1,,,,,,,5,1,,2,3,3,1,0,3,3,3,3,3,not sure,no,no
1,Default Response Set,Anonymous,,,0,1/9/2020 8:43,1/9/2020 8:55,1,,,,,,,,,,,4,1,1,8,500,60,2nd,8,Emily,27 cubic feet,2,1,1,4.7189999,4.7189999,7.9879999,1,1,4.6020002,4.6020002,6.4629998,1,0,5.6170001,5.6170001,7.5489998,1,1,5.9380002,5.9380002,9.0389996,1,,0,0,10.007,0,76,2,,5,6,1,,,,,,,6,3,,3,3,3,1,3,5,1,4,3,3,7 minutes,10 minutes,I enjoyed it. hope I was accurate. Would like to do more.
1,Default Response Set,Anonymous,,,0,1/9/2020 8:43,1/9/2020 8:53,1,,,,,,,,,,,4,1,1,8,50,20,second,8,Emily,27,2,1,1,3.951,3.951,5.158,1,1,2.8640001,2.8640001,4.2909999,1,1,5.855,5.855,7.1739998,1,1,4.4169998,4.4169998,7.2659998,1,1,5.177,5.177,6.4660001,1,76,2,,6,6,1,,,,,,,1,2,,6,5,5,2,100,5,1,4,2,3,10 minutes +/-,no,none
1,Default Response Set,Anonymous,,,0,1/9/2020 8:43,1/9/2020 8:55,1,,,,,,,,,,,4,1,1,8,50,39,1st,8,June,27,3,1,1,9.6520004,9.6520004,10.009,1,1,0.163,4.8530002,6.0380001,2,0,4.0339999,4.0339999,5.0370002,1,1,3.017,3.017,4.506,1,0,7.5910001,7.5910001,8.5830002,1,49,1,,3,8,1,,,,,,,5,2,,5,4,4,2,100,5,1,4,1,2,12-Oct,10,"Those word questions were unnecessary, this is a survey... not a high school word problem. "
1,Default Response Set,Anonymous,,,0,1/9/2020 8:43,1/9/2020 8:55,1,,,,,,,,,,,4,1,1,8,10,39,second,8,Emily,0,3,1,1,4.3280001,4.3280001,7.4120002,1,1,3.2609999,3.2609999,4.9239998,1,,0,0,10.007,0,1,4.5,4.5,6.1729999,1,1,6.2750001,6.2750001,7.6500001,1,72,1,,5,9,1,,,,,,,9,3,,4,3,4,3,0,5,2,3,2,3,7 minutes,10 minutes,very well written. I'd love to know the statistics.
1,Default Response Set,Anonymous,,,0,1/9/2020 8:45,1/9/2020 9:03,1,,,,,,,,,,,4,1,1,8,50,20,first,8,Emily,27,3,1,0,6.7259998,6.7259998,10.033,1,0,6.5139999,6.5139999,7.9039998,1,0,6.6479998,8.7019997,10.022,2,0,0.30199999,0.30199999,10.122,1,0,8.9919996,8.9919996,10.043,1,31,2,,3,3,1,,,,,,,7,3,,3,2,2,1,0,5,2,4,1,4,10 minutes,10 minutes,the political questions didn't really allow me enought time to make sure the answers were acceptable to me.
1,Default Response Set,Anonymous,,,0,1/10/2020 12:24,1/10/2020 12:28,1,,,,,,,,,,,4,1,1,4,10,20,2,8,emily,27,3,1,1,2.1400001,5.7529998,6.395,3,1,1.821,1.821,2.3540001,1,1,3.6059999,5.7270002,6.7610002,2,1,1.8200001,1.8200001,5.3520002,1,0,1.911,1.911,2.4630001,1,22,1,,5,7,1,,,,,,,9,3,,3,3,3,5,60,4,4,4,4,4,5 mins,10 mins,nope
1,Default Response Set,Anonymous,,,0,1/10/2020 12:24,1/10/2020 12:39,1,,,,,,,,,,,4,1,1,8,10,39,first,7,Emily,27,2,1,1,6.7610002,6.7610002,10.009,1,1,5.5149999,5.5149999,9.0319996,1,,0,0,10.007,0,1,0.13600001,4.4359999,10.005,2,1,9.4940004,9.4940004,10.007,1,49,2,,5,3,1,,,,,,,,2,,5,4,5,3,,5,2,5,2,4,15,10,This was a fun survey to take because it was a little more interactive than most. Sometimes it takes me a bit longer to take surveys because I am visually impaired and read more slowly.
1,Default Response Set,Anonymous,,,0,1/10/2020 12:25,1/10/2020 12:30,1,,,,,,,,,,,4,1,1,4,50,39,1,8,Emily,1,3,1,1,2.6800001,2.6800001,3.4489999,1,1,1.988,1.988,2.9660001,1,1,2.016,2.016,2.786,1,1,3.395,3.395,4.3400002,1,1,4.3299999,4.3299999,5.0840001,1,36,1,,5,8,1,,,,,,,9,1,,1,1,1,1,0,5,2,3,4,2,15,15,
1,Default Response Set,Anonymous,,,0,1/10/2020 12:25,1/10/2020 12:33,1,,,,,,,,,,,4,1,1,8,10,20,first,8,Emily,27,3,1,1,5.303,5.303,6.5489998,1,0,4.757,7.309,8.3210001,2,0,4.2649999,4.2649999,5.4990001,1,1,6.0770001,6.0770001,7.723,1,0,9.5419998,9.5419998,10.105,1,69,2,,4,5,1,,,,,,,8,3,,3,2,3,1,1,4,3,5,3,3,8 min,10 min,very nice
1,Default Response Set,Anonymous,,,0,1/10/2020 12:25,1/10/2020 12:32,1,,,,,,,,,,,4,1,1,8,50,20,first,7,Emily,9,2,1,1,6.1500001,6.1500001,6.9840002,1,1,3.6400001,3.6400001,4.5669999,1,,0,0,10.116,0,1,0.22499999,0.22499999,5.243,1,1,6.6700001,6.6700001,8.2270002,1,44,2,,3,3,1,,,,,,,0,3,,4,4,4,2,100,5,1,5,2,3,5 minutes,No,No
1,Default Response Set,Anonymous,,,0,1/10/2020 12:25,1/10/2020 12:42,1,,,,,,,,,,,4,1,1,8,5,39,2,8,eMILY,0,1,1,1,3.7320001,3.7320001,5.2340002,1,1,4.8010001,4.8010001,6.132,1,0,3.2639999,3.2639999,10.021,1,1,4.7329998,4.7329998,5.7729998,1,1,6.9520001,6.9520001,8.1610003,1,73,2,,5,5,1,,,,,,,8,1,,1,1,1,1,0,4,2,4,5,5,15 MINUTES,NO,WHAT ARE THE ANSWERS TO THE DAMN QUESTIONS!
1,Default Response Set,Anonymous,,,0,1/10/2020 12:26,1/10/2020 12:38,1,,,,,,,,,,,4,1,1,8,50,20,first,7,june,27,2,1,0,8.8190002,8.8190002,10.014,1,0,2.576,4.6729999,10.019,2,,0,0,10.028,0,,12.532,16.246,17.804001,2,,0,0,14.328,0,50,2,,2,6,1,,,,,,,8,1,,3,3,3,1,53,4,3,3,4,3,5 min,no,no
1,Default Response Set,Anonymous,,,0,1/10/2020 12:27,1/10/2020 12:39,1,,,,,,,,,,,4,1,1,20,10,20,1,7,june,3,3,1,,0,0,10.112,0,,0,0,10.008,0,0,6.5949998,6.5949998,10.109,1,1,6.0300002,6.0300002,10.107,1,,0,0,10.008,0,62,1,,4,3,,,,,1,,,10,1,,1,4,3,1,0,4,3,4,5,3,8min,10min,"sure, mind buster"
1,Default Response Set,Anonymous,,,0,1/10/2020 12:31,1/10/2020 12:41,1,,,,,,,,,,,4,1,1,8,10,20,1,7,june,3,3,1,1,7.3260002,7.3260002,8.908,1,0,7.8369999,7.8369999,9.1680002,1,0,10.093,10.093,10.109,1,,0,0,10.12,0,0,7.8509998,7.8509998,10.061,1,68,1,,3,7,1,,,,,,,9,3,,4,3,3,5,50,5,2,4,3,3,15,10,
1,Default Response Set,Anonymous,,,0,1/10/2020 12:33,1/10/2020 12:47,1,,,,,,,,,,,4,1,1,8,50,20,first,7,june,3,3,1,1,5.1799998,8.2659998,10.047,2,1,5.1859999,8.8690004,10.11,2,0,0.227,7.1079998,10.007,2,1,7.4229999,7.4229999,10.007,1,1,9.4040003,9.4040003,10.107,1,71,1,,2,5,1,,,,,,,9,2,,6,5,5,6,100,5,2,5,5,4,10 minutes,10 minutes,"this was a good,easy and fun survey to take"
1,Default Response Set,Anonymous,,,0,1/10/2020 12:33,1/10/2020 12:41,1,,,,,,,,,,,4,1,1,8,10,39,second,8,Emily,27,2,1,1,4.223,4.223,5.2290001,1,1,3.1949999,3.1949999,4.2659998,1,0,4.2579999,4.2579999,5.2480001,1,1,6.9120002,6.9120002,7.9260001,1,,0,0,10.007,0,66,1,,2,8,1,,,,,,,10,3,,4,4,4,2,0,5,1,1,1,1,10 minutes,10 minutes,I'm still confused
1,Default Response Set,Anonymous,,,0,1/10/2020 12:33,1/10/2020 12:38,1,,,,,,,,,,,4,1,1,8,50,20,first,7,june,3,3,1,1,4.868,4.868,5.8990002,1,1,4.9549999,4.9549999,5.9710002,1,1,2.358,2.358,3.592,1,0,3.5510001,3.5510001,4.809,1,1,4.5289998,4.5289998,5.5370002,1,64,2,,5,10,1,,,,,,,10,1,,1,1,1,1,0,5,4,4,4,4,10,20,none
1,Default Response Set,Anonymous,,,0,1/10/2020 12:33,1/10/2020 12:44,1,,,,,,,,,,,4,1,1,8,5,20,first,8,June,none,1,1,0,6.5440001,6.5440001,9.1540003,1,1,7.375,7.375,9.9549999,1,,0,0,10.117,0,1,7.2670002,7.2670002,10.024,1,,0,0,10.012,0,76,1,,3,8,1,,,,,,,,3,,,3,3,3,0,5,1,4,3,3,5 mintes,,no
1,Default Response Set,Anonymous,,,0,1/10/2020 12:33,1/10/2020 12:39,1,,,,,,,,,,,4,1,1,4,10,10,1,8,june,27,3,1,1,4.3140001,4.3140001,5.4699998,1,1,2.849,2.849,3.961,1,0,4.6960001,4.6960001,5.8189998,1,1,8.4499998,8.4499998,9.7069998,1,,0,0,10.018,0,69,2,,4,6,1,,,,,,,8,2,,4,4,4,2,82,5,3,4,2,4,5 minutes,10,no
1,Default Response Set,Anonymous,,,0,1/10/2020 15:31,1/10/2020 15:47,1,,,,,,,,,,,4,1,1,8,50,20,second,7,june,9,1,1,0,4.2119999,4.2119999,6.6040001,1,1,3.2780001,8.3400002,10.12,4,0,3.813,6.2210002,9.1990004,2,1,4.6090002,4.6090002,7.118,1,1,5.8260002,5.8260002,10.215,1,43,2,,3,3,,1,,,,,,10,1,,3,2,3,1,0,4,3,3,4,3,10 minutes,10-May,none
1,Default Response Set,Anonymous,,,0,1/10/2020 15:32,1/10/2020 15:35,1,,,,,,,,,,,4,1,1,20,20,10,10,10,10,10,1,1,0,0.71399999,0.71399999,1.515,1,0,0.52200001,0.52200001,1.002,1,1,0.361,0.89700001,1.252,2,1,0.42500001,0.42500001,1.128,1,0,0.58600003,0.58600003,1.309,1,34,2,,3,7,1,,,,,,,6,1,,2,1,1,1,79,1,5,5,5,5,10 minutes,yes i would,nothing
1,Default Response Set,Anonymous,,,0,1/10/2020 15:33,1/10/2020 15:49,1,,,,,,,,,,,4,1,1,8,10,39,Second,7,Emily,27,3,1,1,4.2329998,4.2329998,5.0050001,1,1,3.0320001,3.0320001,3.961,1,0,4.5970001,4.5970001,10.112,1,,0,0,1.566,0,,0,0,10.11,0,42,1,,5,9,1,,,,,,,6,3,,4,2,4,3,80,5,3,4,1,4,10 minutes,10 minutes,It was an interesting way of asking questions.
1,Default Response Set,Anonymous,,,0,1/10/2020 15:33,1/10/2020 16:33,1,,,,,,,,,,,4,1,1,8,50,20,1st,8,emily,27,1,1,,0,0,10.072,0,0,5.948,5.948,7.4419999,1,,0,0,10.014,0,,0,0,10.128,0,0,5.1900001,5.1900001,6.7010002,1,28,2,,5,5,,1,,,,,,8,1,,2,5,4,1,0,4,4,4,4,1,20 mins,no,no
1,Default Response Set,Anonymous,,,0,1/10/2020 15:33,1/10/2020 15:37,1,,,,,,,,,,,4,1,1,8,50,20,1st,8,june,3,2,1,0,2.7590001,2.7590001,3.7420001,1,1,0.81199998,3.8970001,4.7179999,2,0,2.9389999,2.9389999,3.7880001,1,1,5.283,6.2839999,7.1869998,2,0,2.1589999,3.2160001,3.352,2,26,1,,3,6,1,,,,,,,9,1,,1,1,1,1,72,4,4,4,5,5,10 min,10 min,none
1,Default Response Set,Anonymous,,,0,1/10/2020 15:33,1/10/2020 15:40,1,,,,,,,,,,,4,1,1,8,50,20,2,8,Emily,27,3,1,1,6.4369998,6.4369998,7.5019999,1,1,6.6620002,6.6620002,10.011,1,0,0.23100001,7.7340002,8.6459999,2,1,5.5890002,5.5890002,8.382,1,0,5.6550002,5.6550002,7.1719999,1,33,2,,2,8,1,,,,,,,8,3,,4,3,3,2,88,5,3,4,1,4,10,no,loved that it had my brain thinking
1,Default Response Set,Anonymous,,,0,1/10/2020 15:33,1/10/2020 15:44,1,,,,,,,,,,,4,1,1,4,50,39,second,8,Emily,0,2,1,1,4.8379998,4.8379998,10.007,1,0,6.7690001,9.2040005,10.006,2,0,6.4829998,6.4829998,10.107,1,0,7.6430001,7.6430001,10.108,1,0,7.0320001,7.0320001,10.006,1,69,2,,6,10,1,,,,,,,9,3,,4,3,4,3,50,5,1,4,1,1,less than 10 minutes,10 minutes,no
1,Default Response Set,Anonymous,,,0,1/10/2020 15:33,1/10/2020 15:50,1,,,,,,,,,,,4,1,1,8,50,20,1st,8,emily,27,3,1,,0,0,10.126,0,1,2.0999999,2.0999999,3.066,1,0,3.1070001,3.1070001,3.704,1,1,3.2249999,3.882,4.5149999,2,0,1.211,4.0219998,4.5869999,3,31,1,,4,6,1,,,,,,,8,2,,5,3,3,2,90,3,3,3,3,3,15 min,20,nope
1,Default Response Set,Anonymous,,,0,1/10/2020 15:32,1/10/2020 15:39,1,,,,,,,,,,,4,1,1,8,10,39,first,8,Emily,27,3,1,1,4.0949998,4.0949998,5.9629998,1,1,2.9679999,2.9679999,3.9519999,1,1,3.608,3.608,5.1469998,1,1,3.3280001,3.3280001,5.119,1,1,3.4449999,3.4449999,5.1849999,1,25,1,,5,9,1,,,,,,,8,2,,5,4,5,2,85,5,2,3,4,4,10 minutes,10 minutes,It was a fun survey.  I really enjoyed taking it and wouldn't mind taking similar ones in the future.
1,Default Response Set,Anonymous,,,0,1/10/2020 15:33,1/10/2020 15:38,1,,,,,,,,,,,4,1,1,8,50,20,1st,8,emily,27,1,1,0,3.3559999,3.3559999,4.2470002,1,0,2.513,2.836,3.7739999,2,1,3.152,3.152,4.2379999,1,1,3.158,3.158,4.0339999,1,1,2.783,2.783,3.947,1,25,2,,3,5,1,,1,,,,,9,3,,3,2,2,3,0,4,2,4,1,2,few minutes,oof no,nice
1,Default Response Set,Anonymous,,,0,1/10/2020 15:33,1/10/2020 15:42,1,,,,,,,,,,,4,1,1,8,50,28,2,6,5,5,1,1,0,2.3280001,2.3280001,4.1220002,1,0,3.1029999,4.6810002,5.5279999,2,1,7.625,9.4580002,10.046,2,1,0.16500001,1.948,2.822,2,0,2.3,2.3,3.707,1,40,1,,6,9,1,,,,,,,7,2,,6,5,5,2,100,5,5,5,4,5,5,6 year,yeah
1,Default Response Set,Anonymous,,,0,1/10/2020 15:33,1/10/2020 15:42,1,,,,,,,,,,,4,1,1,8,50,20,1,7,June,9,1,1,1,5.5009999,5.5009999,6.612,1,,0,0,10.008,0,0,5.5289998,6.1440001,6.447,2,1,3.04,3.04,4.3109999,1,,0,0,10.107,0,30,1,,5,6,1,,,,,,,8,2,,4,4,4,2,91,4,3,4,3,5,10 minutes,Not sure,Not at this time
1,Default Response Set,Anonymous,,,0,1/10/2020 15:33,1/10/2020 15:45,1,,,,,,,,,,,4,1,1,48,500,20,first,7,Emily,27,1,1,0,5.3509998,5.3509998,7.6799998,1,1,6.4819999,6.4819999,7.4949999,1,1,3.086,3.086,4.4619999,1,0,1.755,7.3460002,8.8529997,2,0,1.905,1.905,3.9909999,1,39,1,,6,8,1,,,,,,,10,2,,6,3,3,2,100,5,5,5,5,5,3,3,very good
1,Default Response Set,Anonymous,,,0,1/10/2020 15:34,1/10/2020 15:43,1,,,,,,,,,,,4,1,1,48,500,40,2,7,june,28,3,1,,0,0,10.108,0,,0,0,10.106,0,,0,0,10.007,0,0,4.066,5.1620002,6.2810001,2,,0,0,10.007,0,24,1,,8,9,,1,,,,,,8,1,,1,3,5,2,80,1,2,3,3,4,5,good,good
1,Default Response Set,Anonymous,,,0,1/10/2020 15:34,1/10/2020 15:49,1,,,,,,,,,,,4,1,1,8,50,20,first,8,Emily,3,3,1,1,4.8039999,4.8039999,6.3889999,1,0,4.5840001,4.5840001,8.0030003,1,0,8.9320002,8.9320002,9.8909998,1,1,3.836,3.836,5.4840002,1,1,5.658,5.658,6.7519999,1,37,2,,4,9,1,,,,,,,10,1,,1,2,1,1,0,5,3,5,5,3,15 minuts,10 minutes,none
1,Default Response Set,Anonymous,,,0,1/10/2020 15:35,1/10/2020 15:41,1,,,,,,,,,,,4,1,1,8,10,39,2,8,Emily,27,1,1,0,3.4330001,5.592,6.4320002,2,0,3.161,3.161,3.869,1,0,3.753,3.753,4.7680001,1,1,2.9089999,4.638,4.954,2,0,6.415,9.1999998,10.11,3,43,1,,6,10,1,,,,,,,10,2,,6,2,2,2,70,5,4,5,5,5,10 minutes,No,None
1,Default Response Set,Anonymous,,,0,1/10/2020 15:34,1/10/2020 15:42,1,,,,,,,,,,,4,1,1,8,50,20,1,8,june,9,3,1,1,6.1739998,8.5900002,9.1160002,2,0,3.3410001,3.3410001,4.6739998,1,1,7.4640002,7.4640002,8.3509998,1,0,7.8520002,7.8520002,8.4309998,1,0,4.5819998,4.5819998,5.1680002,1,27,1,,2,9,1,,,,,,,5,3,,3,3,3,2,50,2,2,2,2,2,10,10,no
1,Default Response Set,Anonymous,,,0,1/10/2020 15:35,1/10/2020 15:43,1,,,,,,,,,,,4,1,1,4,10,39,2,8,Emily,27,1,1,1,2.1670001,2.1670001,3.141,1,1,1.8839999,1.8839999,3.1400001,1,1,7.9169998,7.9169998,10.011,1,1,0.336,2.9530001,7.2119999,2,1,4.7950001,4.7950001,5.7779999,1,57,2,,5,5,1,,,,,,,10,3,,3,2,3,1,0,5,1,5,2,2,ten minutes,don't know,
1,Default Response Set,Anonymous,,,0,1/10/2020 15:34,1/10/2020 15:45,1,,,,,,,,,,,4,1,1,8,50,20,1,7,Emily,6,3,1,0,3.5090001,3.5090001,5.414,1,0,3.3870001,3.3870001,4.4660001,1,0,7.1459999,7.1459999,10.019,1,1,3.0050001,3.0050001,5.6409998,1,0,2.4779999,2.4779999,3.9590001,1,43,1,,6,10,1,,,,,,,10,2,,6,5,5,2,100,5,5,5,5,5,5,10,great
1,Default Response Set,Anonymous,,,0,1/10/2020 15:35,1/10/2020 15:40,1,,,,,,,,,,,4,1,1,8,50,20,First,7,Emily,36,3,1,1,4.9159999,4.9159999,5.7319999,1,0,2.016,2.016,2.7520001,1,0,3.7420001,3.7420001,4.5,1,,0,0,10.007,0,0,3.1700001,3.1700001,5.033,1,34,2,,5,7,1,,,,,,,9,3,,3,2,2,3,0,5,2,4,2,3,a few minutes,5-10 minutes,no
1,Default Response Set,Anonymous,,,0,1/10/2020 15:36,1/10/2020 15:42,1,,,,,,,,,,,4,1,1,8,2,20,first,7,june,27,3,1,1,2.915,2.915,3.8440001,1,1,3.0680001,3.0680001,4.0300002,1,0,2.8039999,2.8039999,3.757,1,1,2.5550001,2.5550001,3.724,1,1,3.6700001,3.6700001,4.8140001,1,60,1,,3,4,,1,,,,,,10,1,,1,1,1,1,0,4,5,5,4,5,10,7,CANT DO A DAMN THING SUBSTANTIVE ABOUT CLIMATE CHANGE UNTIL WE GET RID OF TRUMP AND THE REPUBLICANS AND CHANGE LAWS THAT ALLOWED THIS DISGRACE TO BECOME POTUS.  I'M ASHAMED TO BE AN AMERICAN CAUSE OF THIS CLOWN!!!
1,Default Response Set,Anonymous,,,0,1/10/2020 15:35,1/10/2020 16:02,1,,,,,,,,,,,4,1,1,8,500,20,1,7,june,10,3,1,0,2.2420001,2.2420001,3.632,1,0,3.0639999,3.0639999,4.1440001,1,1,1.707,1.707,2.7709999,1,1,1.22,1.22,2.6900001,1,0,1.319,1.319,2.8010001,1,36,2,,2,1,1,,,,,,,10,2,,6,3,3,3,50,5,5,5,5,5,20,20,
1,Default Response Set,Anonymous,,,0,1/10/2020 15:36,1/10/2020 15:41,1,,,,,,,,,,,4,1,1,8,10,20,first,7,june,27,3,1,1,4.119,4.119,4.8959999,1,1,4.2090001,5.2090001,5.5939999,2,0,5.0869999,5.0869999,6.1170001,1,1,4.8990002,4.8990002,5.7620001,1,0,7.461,7.461,8.1260004,1,31,1,,6,10,1,,,,,,,10,3,,4,3,3,3,53,5,3,3,3,3,10,10,
1,Default Response Set,Anonymous,,,0,1/10/2020 15:36,1/10/2020 15:46,1,,,,,,,,,,,4,1,1,8,50,39,1,7,June,27,3,1,0,4.8010001,4.8010001,10.029,1,0,5.8590002,5.8590002,10.125,1,0,0.023,10.025,10.121,3,1,0.21600001,1.88,5.9809999,2,0,1.64,1.64,3.227,1,43,1,,6,10,1,,,,,,,9,1,,1,1,1,1,0,5,4,4,5,5,5mind,Yes,No
1,Default Response Set,Anonymous,,,0,1/10/2020 15:37,1/10/2020 15:46,1,,,,,,,,,,,4,1,1,4,50,20,1st,7,June,9,3,1,1,3.648,3.648,4.3499999,1,0,3.04,3.04,3.99,1,1,3.6789999,3.6789999,4.4369998,1,1,4.9219999,4.9219999,5.6900001,1,0,3.9100001,3.9100001,5.2449999,1,52,1,,3,6,,,,,,1,,7,1,,3,2,2,5,15,3,3,2,3,3,4 min,no,no
1,Default Response Set,Anonymous,,,0,1/10/2020 15:37,1/10/2020 15:44,1,,,,,,,,,,,4,1,1,8,50,12,1st,7,jube,9,2,1,1,6.2529998,6.2529998,7.2800002,1,0,4.9660001,4.9660001,5.7329998,1,0,4.0669999,4.0669999,5.2410002,1,0,1.469,1.469,2.4630001,1,0,1.373,1.373,3.6630001,1,26,1,,5,6,,1,,,,,,9,1,,2,3,3,1,85,5,4,3,4,5,5 min,10 min,
1,Default Response Set,Anonymous,,,0,1/10/2020 15:40,1/10/2020 15:47,1,,,,,,,,,,,4,1,1,8,50,20,1,7,june,9,3,1,0,1.176,2.474,2.8150001,2,0,2.3529999,2.3529999,3.5090001,1,0,4.7490001,4.7490001,6.1240001,1,1,6.3379998,6.3379998,7.6799998,1,0,3.7869999,3.7869999,4.9660001,1,54,1,,2,1,1,,,,,,,10,2,,6,3,3,2,100,5,5,5,5,5,10,10,none
1,Default Response Set,Anonymous,,,0,1/10/2020 15:41,1/10/2020 15:50,1,,,,,,,,,,,4,1,1,28,50,20,first,8,Emily,27,1,1,1,4.6279998,7.1659999,8.0959997,2,0,3.5250001,3.5250001,4.4910002,1,0,5.8429999,5.8429999,7.3400002,1,1,5.658,5.658,7.5079999,1,0,8.7489996,8.7489996,9.5410004,1,27,1,,8,5,1,,,,,,,8,1,,2,2,2,1,0,4,3,4,3,4,10 minutes,5 minutes,
1,Default Response Set,Anonymous,,,0,1/10/2020 15:41,1/10/2020 15:56,1,,,,,,,,,,,5,1,1,4,10,39,2,8,emily,27,1,1,1,3.4159999,3.4159999,3.95,1,1,2.1029999,2.1029999,2.5899999,1,1,3.51,3.51,4.059,1,1,3.527,3.527,9.4899998,1,1,3.3069999,3.3069999,4.0999999,1,30,1,,3,9,1,,,,,,,8,3,,3,2,3,1,0,4,3,3,3,4,88,88,88
1,Default Response Set,Anonymous,,,0,1/10/2020 15:41,1/10/2020 15:59,1,,,,,,,,,,,4,1,1,8,50,39,1st,7,emily,3,1,1,1,4.0510001,4.6500001,6.0619998,2,0,3.296,3.296,4.066,1,0,6.1329999,6.1329999,7.0539999,1,0,0.986,1.857,3.1559999,2,0,1.171,1.171,2.1359999,1,39,1,,3,1,,,1,,,,,7,3,,4,4,1,6,62,3,2,4,5,1,35,not sure,no
1,Default Response Set,Anonymous,,,0,1/10/2020 15:42,1/10/2020 15:45,1,,,,,,,,,,,4,1,1,10,10,25,10,10,10,9,1,1,0,1.525,1.525,2.3570001,1,1,0.77700001,0.77700001,1.536,1,0,1.48,7.8080001,10.107,3,,0,0,10.01,0,0,2.1760001,2.1760001,3.4000001,1,40,1,,6,10,1,,,,,,,10,2,,6,5,5,2,100,5,4,5,4,5,10,10,good
1,Default Response Set,Anonymous,,,0,1/10/2020 15:43,1/10/2020 15:50,1,,,,,,,,,,,4,1,1,8,50,10,1,8,Emily,27,3,1,1,3.8369999,3.8369999,4.914,1,1,2.809,2.809,5.6399999,1,0,4.895,8.7740002,9.7729998,2,1,2.799,2.799,3.9200001,1,0,7.848,7.848,9.2030001,1,41,1,,5,10,1,1,,,,,,10,2,,4,4,4,2,0,5,3,5,4,4,8 minutes,10 minutes,Very interesting.  I hope my input helps.
1,Default Response Set,Anonymous,,,0,1/10/2020 15:46,1/10/2020 15:55,1,,,,,,,,,,,4,1,1,6,6,6,5,5,4,3,1,1,0,1.151,1.151,1.9960001,1,0,1.198,1.198,2.112,1,1,0.65399998,0.65399998,1.5420001,1,0,0.66799998,0.66799998,1.562,1,0,0.755,0.755,1.692,1,24,1,,5,1,,1,,,,,,5,1,,1,2,1,2,61,1,2,3,4,5,nun,ad,for
1,Default Response Set,Anonymous,,,0,1/10/2020 15:49,1/10/2020 15:55,1,,,,,,,,,,,4,1,1,8,5,20,first,8,June,27,3,1,0,1.069,1.069,1.924,1,1,1.7690001,1.7690001,3.007,1,0,1.742,1.742,2.628,1,0,0.68400002,2.777,3.02,2,0,3.2130001,3.2130001,4.5809999,1,21,1,,3,4,,1,,,,,,8,1,,3,2,1,1,27,3,3,4,4,5,8 minutes,10 minutes,"No, good study."
1,Default Response Set,Anonymous,,,0,1/10/2020 15:55,1/10/2020 16:13,1,,,,,,,,,,,4,1,1,8,50,20,1st,8,Emily,27,2,1,1,3.796,3.796,5.0310001,1,1,3.217,3.217,5.829,1,,0,0,10.222,0,1,0.003,4.2290001,5.7379999,2,1,4.6719999,4.6719999,5.6729999,1,50,1,,5,10,1,,,,,,,9,3,,4,3,4,2,25,5,1,4,3,3,10 minutes,10 minutes?,The mold question threw me.
1,Default Response Set,Anonymous,,,0,1/10/2020 15:58,1/10/2020 16:16,1,,,,,,,,,,,4,1,1,8,10,39,1,7,Emily,27,3,1,1,3.3039999,3.3039999,4.4689999,1,0,3.2090001,3.2090001,4.842,1,0,4.3400002,4.3400002,5.849,1,0,6.6430001,6.6430001,7.724,1,0,5.6160002,5.6160002,6.7550001,1,23,1,,3,7,,1,,,,,,9,1,,3,3,3,1,9,5,3,5,3,5,not too long,i dont remember actually,
