ResponseID,ResponseSet,Name,ExternalDataReference,Email,Status,StartDate,EndDate,Finished,confirmCode,Condition,Counterbalance,AccImp_Order,IDInst,FB,Term,Inst_SM,Fake1_SM,Fake1_3,Fake1_RT_1,Fake1_RT_2,Fake1_RT_3,Fake1_RT_4,Fake2_SM,Fake2_3,Fake2_RT_1,Fake2_RT_2,Fake2_RT_3,Fake2_RT_4,Fake3_SM,Fake3_3,Fake3_RT_1,Fake3_RT_2,Fake3_RT_3,Fake3_RT_4,Fake4_SM,Fake4_3,Fake4_RT_1,Fake4_RT_2,Fake4_RT_3,Fake4_RT_4,Fake5_SM,Fake5_3,Fake5_RT_1,Fake5_RT_2,Fake5_RT_3,Fake5_RT_4,Fake6_SM,Fake6_3,Fake6_RT_1,Fake6_RT_2,Fake6_RT_3,Fake6_RT_4,Fake7_SM,Fake7_3,Fake7_RT_1,Fake7_RT_2,Fake7_RT_3,Fake7_RT_4,Fake8_SM,Fake8_3,Fake8_RT_1,Fake8_RT_2,Fake8_RT_3,Fake8_RT_4,Fake9_SM,Fake9_3,Fake9_RT_1,Fake9_RT_2,Fake9_RT_3,Fake9_RT_4,Fake10_SM,Fake10_3,Fake10_RT_1,Fake10_RT_2,Fake10_RT_3,Fake10_RT_4,Fake11_SM,Fake11_3,Fake11_RT_1,Fake11_RT_2,Fake11_RT_3,Fake11_RT_4,Fake12_SM,Fake12_3,Fake12_RT_1,Fake12_RT_2,Fake12_RT_3,Fake12_RT_4,Real1_SM,Real1_3,Real_RT_1,Real_RT_2,Real_RT_3,Real_RT_4,Real2_SM,Real2_3,Real2_RT_1,Real2_RT_2,Real2_RT_3,Real2_RT_4,Real3_SM,Real3_3,Real3_RT_1,Real3_RT_2,Real3_RT_3,Real3_RT_4,Real4_SM,Real4_3,Real4_RT_1,Real4_RT_2,Real4_RT_3,Real4_RT_4,Real5_SM,Real5_3,Real5_RT_1,Real5_RT_2,Real5_RT_3,Real5_RT_4,Real6_SM,Real6_3,Real6_RT_1,Real6_RT_2,Real6_RT_3,Real6_RT_4,Real7_SM,Real7_3,Real7_RT_1,Real7_RT_2,Real7_RT_3,Real7_RT_4,Real8_SM,Real8_3,Real8_RT_1,Real8_RT_2,Real8_RT_3,Real8_RT_4,Real9_SM,Real9_3,Real9_RT_1,Real9_RT_2,Real9_RT_3,Real9_RT_4,Real10_SM,Real10_3,Real10_RT_1,Real10_RT_2,Real10_RT_3,Real10_RT_4,Real11_SM,Real11_3,Real11_RT_1,Real11_RT_2,Real11_RT_3,Real11_RT_4,Real12_SM,Real12_3,Real12_RT_1,Real12_RT_2,Real12_RT_3,Real12_RT_4,Pretest2,NeuFakeImp,Neu1_2,Neu1_RT_1,Neu1_RT_2,Neu1_RT_3,Neu1_RT_4,NeuRealImp,Neu3_2,Neu3_RT_1,Neu3_RT_2,Neu3_RT_3,Neu3_RT_4,Pretest1,CRT_Inst,CRT1_1,CRT1_1_RT_1,CRT1_1_RT_2,CRT1_1_RT_3,CRT1_1_RT_4,CRT1_2,CRT1_2_RT_1,CRT1_2_RT_2,CRT1_2_RT_3,CRT1_2_RT_4,CRT1_3,CRT1_3_RT_1,CRT1_3_RT_2,CRT1_3_RT_3,CRT1_3_RT_4,CRT3_1,CRT3_2,CRT3_3,CRT3_4,CRT_chk,Age,Sex,Education,English,Party,Party_TEXT,Social_Conserv,Economic_Conserv,POTUS2016,ClintonTrump,DemRep,SocialCircle_2,Media1,Media2,Media3_1,Media3_2,Media3_3,Media3_11,FB_F,SocialMedia_Chk,AccImp,AccImp_Friends,FNE_Inst,FNE_1,FNE_2,FNE_3,FNE_4,FNE_5,FNE_6,FNE_7,FNE_8,Theism1,Theism2_1,Theism2_2,Theism2_3,Theism2_4,note,Random,Google,Fabricate,Zipcode,Comments,Length
R_2XoGLpN7SFlFZlf,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,789642,2,1,2,1,1, ,1,1,2,5.984,5.984,6.97,1,1,1,3.141,3.141,4.323,1,1,1,2.837,2.837,4.386,1,1,1,3.891,7.45,8.439,2,1,4,4.474,4.821,5.719,2,1,1,4,5.578,6.514,2,1,1,2.802,2.802,3.785,1,1,1,6.932,7.945,9.177,4,1,1,2.662,2.662,3.679,1,1,2,5.874,5.874,6.684,1,1,2,4.702,4.702,5.657,1,1,1,3.332,3.332,4.228,1,1,6,3.866,4.382,5.149,2,1,4,3.412,3.412,5.816,1,1,6,3.01,3.01,3.77,1,1,4,10.141,10.141,11.076,1,1,4,3.435,3.435,4.41,1,1,6,3.275,3.275,4.113,1,1,6,7.558,7.558,8.193,1,1,5,5.136,5.136,6.18,1,1,6,3.187,3.544,4.348,2,1,4,4.975,4.975,5.918,1,1,5,4.01,4.01,4.828,1,1,5,7.141,7.141,8.009,1, ,1,2,18.789,18.789,19.897,1, , , , , , ,1,1,8,1.323,1.323,16.322,1,50,9.571,9.571,11.902,1,20,7.985,8.292,10.579,2,first,8,Emily,27,1,22,2,5,1,1, ,3,3,2,1,1,62,2,2,3,3,3,2,5,1,4,3,1,4,4,3,4,4,3,4,4,1,1, , , ,1,2,2,1,20740,Liked it!,10 minutes
R_2OPZuyTYFpTLYSL,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,626753,1,1,1,1,1, ,1,1,1,3.663,3.663,4.923,1,1,2,8.107,8.107,11.418,1,1,1,2.866,2.866,3.931,1,1,1,4.897,4.897,6.307,1,1,3,3.062,4.987,5.829,2,1,1,13.371,13.371,15.039,1,1,6,4.53,4.53,5.792,1,1,1,19.834,19.834,20.908,1,1,6,5.851,5.851,6.957,1,1,6,9.822,9.822,11.408,1,1,6,5.559,5.559,6.706,1,1,1,5.653,7.274,8.156,2,1,5,6.2,6.2,6.908,1,1,1,3.399,3.399,4.956,1,1,1,5.088,5.088,6.324,1,1,5,4.141,4.141,5.431,1,1,1,7.483,7.483,9.019,1,1,1,2.206,2.206,3.541,1,1,1,7.382,7.382,8.801,1,1,1,4.095,4.095,5.346,1,1,4,8.792,8.792,10.184,1,1,2,8.442,10.376,11.856,2,1,1,4.069,5.2,6.155,3,1,1,21.499,21.499,22.976,1,1,1,1,7.229,7.229,8.179,1, , , , , , , ,1,8,14.349,14.349,30.129,1,5,21.88,21.88,23.8,1,20,7.628,7.628,10.11,1,1st,8,Emily,27,3,26,2,5,1,1, ,3,3,3,1,1, ,2,2,5,5,2,2,4,1,5,2,1,5,1,2,2,4,1,4,3,1,1, , , ,1,2,2,3, ,No,15 minutes
R_OBfmUg4aCt5HMZ3,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,499729,2,1,1,1,1, ,1,1,2,7.934,7.934,8.857,1,1,1,4.783,5.631,6.533,2,1,4,4.581,4.581,5.308,1,1,4,11.142,11.142,11.871,1,1,5,3.842,4.69,5.79,2,1,1,5.9,5.9,7.448,1,1,1,4.449,4.449,5.287,1,1,1,4.409,4.409,5.648,1,1,1,6.293,6.293,7.056,1,1,1,6.472,8.46,9.683,3,1,1,5.61,5.61,7.185,1,1,1,5.876,5.876,7.072,1,1,3,6.642,6.642,7.557,1,1,5,4.116,4.116,4.828,1,1,4,4.684,5.915,7.334,2,1,4,4.395,5.438,6.212,2,1,4,7.867,7.867,8.902,1,1,5,3.456,3.456,4.217,1,1,2,4.269,4.269,5.171,1,1,4,5.172,5.172,5.919,1,1,4,7.016,7.016,7.854,1,1,2,13.774,15.231,16.148,2,1,3,9.152,9.152,10.19,1,1,2,7.936,8.52,9.647,2, ,1,2,8.753,8.753,10.44,1, , , , , , ,1,1,4,1.965,1.965,17.214,1,50,10.957,10.957,26.085,1,39,4.623,4.623,11.171,1,second place,8,emily,27,1,37,2,4,1,3, ,3,3,3,2,2,22,2,2,2,3,2,2,5,2,5,3,1, ,4,4,4,4,5,4,5,1,1, , , ,1,2,2,3,79511,no,10 minutes
R_2qw2crPb2W7fohu,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,546207,2,1,2,1,1, ,1,1,1,9.393,9.393,12.324,1,1,1,4.468,4.468,5.199,1,1,1,2.944,2.944,3.922,1,1,1,5.617,5.617,7.493,1,1,1,7.051,7.051,9.135,1,1,1,11.159,11.159,11.853,1,1,1,5.312,5.312,6.079,1,1,1,6.291,6.291,7.046,1,1,1,4.389,4.389,5.325,1,1,1,5.704,5.704,6.561,1,1,1,5.135,5.135,5.826,1,1,1,5.269,5.269,6.761,1,1,1,6.445,6.445,7.28,1,1,1,5.242,5.242,6.013,1,1,1,3.494,3.494,4.297,1,1,1,10.229,10.229,11.531,1,1,1,6.093,6.093,7.038,1,1,1,3.156,3.156,4.053,1,1,1,7.932,7.932,8.706,1,1,1,5.571,5.571,6.423,1,1,1,5.434,5.434,8.978,1,1,1,4.531,4.531,5.24,1,1,1,5.6,5.6,6.646,1,1,1,3.355,3.355,4.851,1, ,1,2,19.443,19.443,22.412,1, , , , , , ,1,1,8,7.863,7.863,13.002,1,10,25.14,25.14,46.466,1,20,9.057,9.057,11.949,1,first,7,Emily,27,2,26,2,2,1,1, ,3,3,1,1,1,75,2,2,2,3,3,1,5,2,5,5,1,4,3,3,4,4,4,4,4,3, ,1, , ,1,2,2,3,98951, ,13 minutes
R_1qeLziuFyqkMEca,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,684665,1,2,1,1,1, ,1,1,1,6.963,8.465,9.237,2,1,3,6.114,6.114,7.152,1,1,1,2.429,4.481,6.428,4,1,1,4.71,4.71,9.252,1,1,1,6.015,6.015,6.991,1,1,1,9.823,9.823,10.586,1,1,3,6.749,18.767,20.163,4,1,1,3.624,3.624,5.153,1,1,1,5.642,10.94,11.831,2,1,3,7.709,7.709,11.252,1,1,1,9.093,9.879,10.92,2,1,2,7.061,7.061,10.421,1,1,1,3.939,5.487,6.61,3,1,1,2.336,2.336,3.147,1,1,1,3.234,3.234,3.96,1,1,1,5.26,5.26,5.972,1,1,1,6.066,6.066,6.736,1,1,1,4.389,4.834,5.601,2,1,1,3.474,3.474,4.224,1,1,1,4.417,4.417,5.252,1,1,1,10.564,11.466,12.386,2,1,1,11.339,11.339,12.225,1,1,2,3.414,7.054,7.991,2,1,1,2.888,2.888,3.609,1,1, , , , , , ,1,3,12.895,19.802,23.26,2, ,1,8,12.222,12.222,22.715,1,10,11.769,23.106,54.636,3,39,17.825,17.825,24.898,1,second,8,emily,0,2,21,1,3,1,3, ,1,2,6,1,1,41,2,2,2,3,3,2, ,1,4,2,1,3,2,3,3,3,2,3,3,3,1,1, , ,1,2,2,1,53223,seems like good work keep it up,10 min
R_Ucgdsu7izGrKJkl,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,818404,1,1,2,1,1, ,1,1,1,4.885,4.885,6.536,1,1,5,9.384,9.384,11.098,1,1,1,7.712,7.712,8.892,1,1,1,0.71,12.606,13.972,2,1,1,6.019,6.019,8.326,1,1,1,17.767,17.767,20.37,1,1,6,6.023,6.023,9.622,1,1,1,5.35,5.35,8.145,1,1,1,6.737,6.737,13.693,1,1,5,6.635,6.635,13.951,1,1,5,9.563,9.563,15.121,1,1,5,5.184,5.184,7.224,1,1,2,8.445,8.445,10.644,1,1,1,10.226,12.096,13.692,2,1,2,7.764,7.764,9.765,1,1,1,4.769,4.769,6.382,1,1,2,22.172,22.172,23.497,1,1,1,10.538,10.538,12.02,1,1,1,4.581,4.581,7.278,1,1,1,6.614,6.614,8.32,1,1,5,11.933,13.145,15.446,2,1,1,6.121,6.121,7.841,1,1,1,8.588,8.588,10.082,1,1,2,11.857,11.857,13.546,1,1,1,1,10.274,10.274,17.347,1, , , , , , , ,1,4,48.75,48.75,95.197,1,10,22.932,22.932,62.266,1,39,16.772,16.772,24.145,1,Second,8,Emily,0,3,23,2,5,1,1, ,1,3,4,1,1,40,2,2,2,3,2,1,4,1,5,3,1,1,1,1,1,1,1,1,1,4, , , ,1,1,2,2,3,49730,"I quite enjoyed your puzzles. It would have been nice to know whether or not I was correct, perhaps towards the end of the survey.",10 minutes
R_2aDXyseIonTGtjL,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,646812,1,2,1,1,1, ,1,1,4,10.019,10.019,11.094,1,1,6,6.298,6.298,7.442,1,1,5,3.366,5.568,6.551,3,1,1,14.024,14.024,15.669,1,1,6,6.466,6.466,8.944,1,1,1,15.589,15.589,16.81,1,1,6,5.078,5.078,6.434,1,1,6,6.784,6.784,8.297,1,1,6,7.942,7.942,8.861,1,1,5,5.984,5.984,7.014,1,1,6,4.535,4.535,5.429,1,1,1,4.494,4.494,6.339,1,1,1,10.854,10.854,12.522,1,1,2,13.384,13.384,15.447,1,1,4,4.918,4.918,5.875,1,1,1,5.94,5.94,7.041,1,1,3,9.719,9.719,10.652,1,1,2,3.818,4.847,6.502,2,1,6,3.93,3.93,5.43,1,1,4,22.419,22.419,24.026,1,1,1,9.098,9.098,11.542,1,1,1,6.126,6.126,7.355,1,1,2,6.039,8.689,10.613,3,1,2,6.639,6.639,7.927,1,1, , , , , , ,1,1,25.494,25.494,27.238,1, ,1,8,21.505,28.308,79.415,4,50,3.429,3.429,39.477,1,20,0,0,43.499,0,2,8,June,9,3,36,2,5,1,1, ,1,1,1,1,1,100,2,2,3,4,4,3,5,1,4,4,1,1,1,1,2,2,2,1,2,1,1, , , ,1,2,2,1,33167,n/a,10
R_3CToGB4HBhuGrLZ,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,915646,2,2,1,1,1, ,1,1,2,5.638,14.196,15.197,5,1,3,1.986,4.949,6.214,2,1,3,1.645,4.139,5.258,3,1,5,3.416,5.512,7.344,3,1,2,1.381,3.628,4.911,2,1,2,2.166,4.572,6.675,3,1,4,0.947,5.083,6.272,3,1,1,1.356,6.25,7.506,5,1,1,1.273,4.112,5.067,3,1,1,1.715,6.641,7.658,6,1,2,1.907,6.343,7.001,6,1,2,1.423,7.498,8.377,4,1,2,1.604,3.686,4.826,2,1,5,1.34,4.476,5.357,5,1,4,1.552,3.766,5.265,3,1,5,2.125,3.893,5.351,3,1,5,1.999,4.001,5.213,3,1,4,1.496,4.941,5.534,4,1,1,1.759,4.452,5.134,3,1,3,1.297,5.687,8.599,2,1,4,1.329,6.284,7.719,5,1,4,1.547,4.479,5.489,3,1,3,2.001,5.671,6.744,2,1,5,1.632,9.793,10.907,4, , , , , , , ,1,2,1.226,12.726,14.855,2,1,1,8,2.23,3.036,8.525,2,50,1.686,2.583,6.572,2,20,1.478,1.478,10.72,1,second,7,June,9,3,28,2,5,1,2, ,4,3,2,1,2,71,1,2,2,3,4,3,5,1,4,3,1,3,2,2,4,2,3,2,3,1,1, , , ,1,2,2,1,77584, ,10 minutes
R_3MnvJfDvxzDNh6i,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,745676,2,2,2,1,1, ,1,1,1,12.134,12.134,13.546,1,1,1,4.521,4.521,6.106,1,1,1,4.077,4.077,5.378,1,1,1,5.857,5.857,8.02,1,1,1,4.462,4.462,5.793,1,1,1,7.727,7.727,9.323,1,1,1,4.736,4.736,10.333,1,1,1,5.673,5.673,7.15,1,1,1,8.967,8.967,10.058,1,1,1,3.859,3.859,5.016,1,1,1,18.636,18.636,21.626,1,1,1,3.147,3.147,4.88,1,1,1,0.092,0.092,5.833,1,1,1,0,0,5.816,0,1,1,13.476,13.476,15.152,1,1,1,4.547,4.547,6.018,1,1,1,4.105,4.105,5.18,1,1,1,4.878,4.878,5.827,1,1,1,4.313,4.313,5.773,1,1,1,6.29,6.29,8.115,1,1,1,3.13,3.13,4.178,1,1,1,7.311,7.311,8.515,1,1,1,3.835,3.835,5.775,1,1,1,2.149,2.149,3.69,1, , , , , , , ,1,3,10.959,10.959,12.261,1,1,1,8,8.802,8.802,13.415,1,500,11.605,11.605,16.552,1,20,7.929,7.929,10.42,1,Second,8,Emily,27,2,48,2,6,1,3, ,3,3, , , , ,1,2,1,2,2,1,5,2,5,4,1,3,2,2,3,2,3,3,2,1,1, , , ,1,2,2,3,20841, ,15 minutes
R_3NOLX9CUmb8NXRL,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,694981,2,2,2,1,1, ,1,1,1,4.239,4.67,5.439,2,1,1,3.465,3.465,5.125,1,1,1,2.613,2.613,3.753,1,1,1,3.705,4.158,5.702,2,1,1,4.785,4.785,5.524,1,1,1,4.08,4.08,5.127,1,1,1,4.333,5.161,5.479,2,1,4,10.761,11.506,12.362,2,1,1,2.295,2.295,3.575,1,1,1,1.765,1.765,4.186,1,1,1,5.635,5.635,6.787,1,1,1,3.66,3.66,5.714,1,1,3,6.184,6.184,7.361,1,1,2,3.372,4.261,4.675,2,1,2,4.525,5.024,5.657,2,1,3,4.165,5.251,5.833,2,1,1,5.15,5.15,5.912,1,1,2,2.934,3.442,4.283,2,1,3,4.643,4.643,5.384,1,1,4,3.199,3.199,4.277,1,1,3,3.562,4.899,5.59,2,1,3,3.196,4.001,4.78,2,1,3,9.043,9.404,10.165,2,1,3,4.18,4.18,5.077,1, , , , , , , ,1,3,15.059,15.059,15.755,1,1,1,4,1.41,1.41,21.385,1,10,45.773,45.773,50.641,1,39,16.783,16.783,22.746,1,2nd,8,Emily,0,3,28,2,6,1,3, ,2,4,1,1,1,50,2,2,4,4,3,2,4,1,4,3,1,2,2,2,3,2,2,2,2,3, ,1,1, ,1,2,2,3,37203,you should ask whether we believed each headline in addition to sharing it,8 minutes
R_1mqnjYx382HhvUp,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,806465,1,1,1,1,1, ,1,1,6,2.052,2.052,3.134,1,1,4,3.146,3.146,3.802,1,1,5,1.471,5.507,7.378,3,1,6,1.91,1.91,2.821,1,1,5,2.676,2.676,3.612,1,1,4,4.323,10.236,11.196,2,1,6,1.935,1.935,2.668,1,1,6,2.997,2.997,3.774,1,1,6,1.699,1.699,2.711,1,1,4,2.529,2.529,3.412,1,1,6,2.914,2.914,3.759,1,1,6,1.368,1.368,2.165,1,1,6,1.347,1.347,2.519,1,1,6,1.735,1.735,2.391,1,1,6,2.015,2.015,3.063,1,1,6,1.669,2.741,3.588,2,1,6,3.317,3.317,4.045,1,1,6,1.586,1.586,2.306,1,1,6,1.79,1.79,2.561,1,1,6,1.858,1.858,2.683,1,1,6,2.507,2.507,3.244,1,1,6,2.068,2.068,2.9,1,1,6,2.076,2.076,2.965,1,1,6,2.763,3.841,4.589,2,1,1,4,7.055,7.055,19.368,1, , , , , , , ,1,8,1.973,1.973,11.566,1,10,5.86,5.86,12.167,1,10,6.76,6.76,30.83,1,first,7,emily,3,3,24,1,5,1,2, ,3,3,1,1,1,75,1,2,3,3,4,4,5,1,3,3,1,4,4,3,3,4,3,3,4,3,1, , , ,1,1,2,2,971,great,11
R_1pEApNDXg0mmvar,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,310142,1,2,1,1,1, ,1,1,1,3.037,4.461,6.066,2,1,1,13.22,14.881,16.752,2,1,1,3.136,4.734,6.001,2,1,1,2.688,4.687,7.288,2,1,1,19.418,21.82,23.645,2,1,1,4.534,6.118,8.577,2,1,1,2.083,3.889,5.415,2,1,1,2.82,4.295,5.792,2,1,1,5.338,7.749,9.648,2,1,1,1.762,3.881,4.986,3,1,1,4.06,6.839,8.257,3,1,1,4.175,6.557,7.935,2,1,1,3.385,5.233,6.753,2,1,1,2.829,4.097,7.438,2,1,1,14.464,15.946,17.095,2,1,1,2.841,4.722,6.072,2,1,1,2.672,4.063,5.267,2,1,1,2.7,4.303,5.579,2,1,1,2.55,4.239,5.555,2,1,1,2.925,4.725,6.204,2,1,1,2.397,4.707,6.187,2,1,1,8.207,9.759,11.192,2,1,1,7.435,9.204,10.916,2,1,1,3.149,4.877,6.633,2,1, , , , , , ,1,3,5.474,12.6,14.643,2, ,1,8,2.669,2.669,16.012,1,50,4.558,11.853,75.824,2,20,2.845,2.845,51.243,1,First,8,Emily,0,3,55,2,2,1,2, ,4,4,2,2,2,89,2,2,2,2,3,2,5,2,5,5,1,3,2,2,2,3,3,3,4,1,1, , , ,1,2,2,2,42445, ,not sure
R_1k2qG6bjfC5C1mq,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,364745,1,1,1,1,1, ,1,1,4,2.824,2.824,3.729,1,1,4,1.742,1.742,2.425,1,1,5,1.676,1.676,2.365,1,1,5,3.259,3.259,3.986,1,1,5,1.496,1.496,2.193,1,1,5,1.953,1.953,2.712,1,1,4,3.301,3.301,4.057,1,1,6,2.131,2.131,2.823,1,1,5,1.909,2.759,3.483,2,1,4,1.928,1.928,2.637,1,1,5,1.517,1.517,2.176,1,1,5,2.266,2.266,3.177,1,1,5,1.697,1.697,2.439,1,1,4,2.193,2.811,3.577,2,1,4,1.695,1.695,3.038,1,1,6,2.1,2.1,2.715,1,1,4,1.817,1.817,2.456,1,1,6,1.998,1.998,2.461,1,1,6,5.978,5.978,6.786,1,1,4,3.117,3.117,3.801,1,1,6,2.145,3.385,4.16,2,1,6,1.854,1.854,2.401,1,1,5,1.726,2.078,3.017,2,1,5,2.526,2.526,3.513,1,1,1,3,3.333,3.333,4.588,1, , , , , , , ,1,8,1.44,1.44,3.855,1,50,3.102,3.102,5.402,1,20,2.1,2.665,6.298,2,left,7,june,27,2,30,1,5,1,2, ,5,5,2,2,2,83,2,1,3,2,3,4,5,1,4,4,1,4,4,3,2,4,3,3,4,1,1, , , ,1,1,1,1,90001,good,10
R_3neZQBDh9pHln2m,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,985592,2,2,2,1,1, ,1,1,1,3.025,3.025,5.402,1,1,1,6.665,6.665,10.199,1,1,1,5.942,5.942,8.321,1,1,1,4.351,4.351,8.847,1,1,1,3.693,4.338,5.789,2,1,1,18.907,18.907,21.134,1,1,1,6.082,6.082,7.401,1,1,1,8.173,8.173,9.65,1,1,1,26.873,26.873,28.295,1,1,1,5.943,5.943,7.938,1,1,1,6.38,6.38,7.784,1,1,1,3.543,3.543,4.76,1,1,1,4.419,4.419,7.559,1,1,1,8.179,9.026,10.301,2,1,1,5.993,5.993,7.369,1,1,1,3.013,3.776,6.675,2,1,1,5.555,5.555,7.092,1,1,1,2.978,2.978,5.479,1,1,1,6.122,6.122,7.279,1,1,1,8.971,8.971,11.518,1,1,1,6.86,7.533,9.502,2,1,1,16.74,16.74,19.024,1,1,1,12.609,12.609,14.028,1,1,1,7.068,7.068,9.598,1, , , , , , , ,1,3,21.523,21.523,23.802,1,1,1,4,8.455,8.455,15.981,1,10,5.07,63.545,65.053,2,39,6.831,6.831,15.843,1,second,8,Emily,27,1,58,2,4,1,6,ten foot poler,3,3,5, , ,25,2,2,3,3,2,1,2,2,5,1,1,3,3,3,3,3,2,3,3,1,1, , , ,1,2,2,1,97818,got a chuckle from quite a few of those news stories,no idea
R_4GRUGBQS8xttSQF,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,417381,2,2,2,1,1, ,1,1,1,8.325,8.325,9.532,1,1,1,4.935,4.935,6.222,1,1,1,6.329,6.329,7.823,1,1,3,16.675,16.675,17.665,1,1,1,8.063,8.063,9.274,1,1,1,10.91,10.91,13.506,1,1,2,11.582,11.582,12.889,1,1,1,10.447,10.447,12.15,1,1,1,8.302,8.302,10.851,1,1,1,8.963,8.963,10.278,1,1,1,11.885,11.885,13.61,1,1,1,10.388,11.964,12.992,2,1,2,11.659,11.659,12.759,1,1,2,9.043,9.043,10.159,1,1,1,6.365,6.365,7.449,1,1,2,8,8,8.916,1,1,3,10.363,10.363,11.352,1,1,1,7.313,7.313,8.593,1,1,3,8.535,8.535,9.515,1,1,2,14.995,14.995,16.272,1,1,2,27.581,27.581,29.058,1,1,2,15.76,15.76,16.869,1,1,3,11.538,11.538,12.557,1,1,1,6.729,6.729,8.157,1, , , , , , , ,1,3,33.692,33.692,35.56,1,1,1,8,2.248,2.248,30.939,1,10,3.012,3.012,27.111,1,20,9.382,9.382,12.577,1,SECOND,7,EMILY,9,2,32,2,5,1,3, ,2,4,3,1,2,76,2,2,3,4,4,2,5,2,4,3,1,3,2,2,4,4,2,2,3,3, ,1,1, ,1,2,2,2,98327,NO,15
R_2BxuzH33T16okX2,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,760752,2,1,1,1,1, ,1,1,1,2.13,2.893,3.722,2,1,1,2.254,2.254,3.835,1,1,1,3.912,3.912,4.961,1,1,1,3.928,3.928,5.38,1,1,1,3.374,3.374,4.639,1,1,1,7.19,7.19,8.194,1,1,1,3.69,3.69,4.668,1,1,1,3.18,3.18,5.522,1,1,1,9.5,9.5,11.453,1,1,1,2.849,2.849,4.16,1,1, ,0,0,0.251,0,1,1,2.141,2.141,3.211,1,1,1,1.482,1.482,2.909,1,1,1,3.682,3.682,4.599,1,1,1,7.349,7.349,8.36,1,1,1,2.751,2.751,3.961,1,1,1,3.547,3.547,4.601,1,1,1,1.748,1.748,3.044,1,1,1,5.288,5.288,6.972,1,1,1,2.794,2.794,5.462,1,1,1,4.126,4.126,5.173,1,1,1,4.76,4.76,5.523,1,1,1,3.505,3.505,5.025,1,1,1,2.019,2.019,7.145,1, ,1,1,5.361,5.361,8.431,1, , , , , , ,1,1,4,2.914,3.316,7.165,2,10,2.013,2.013,4.314,1,39,3.897,3.897,6.36,1,2nd,8,emily,27,1,25,1,5,1,1, ,2,2,1,1,1,71,2,2,1,2,1,1,3,2,5,1,1,2,1,2,3,3,3,2,2,4, , ,1,1,1,2,2,3,10462,"I accidentally doubled click the proceed button on one of the headlines and it skipped a headline that I wasn't able to click an answer for. Generally speaking, I wouldn't share anything political on my facebook and so the answer would have probably been he same.",7 minutes
R_1gewYP0MRLV9BrH,Default Response Set,Anonymous, , ,0,11/29/2017,11/29/2017,1,300200,1,1,1,1,1, ,1,1,1,4.718,4.718,6.478,1,1,2,4.17,4.17,5.058,1,1,3,3.551,3.551,4.904,1,1,1,1.696,1.696,3.34,1,1,1,4.844,4.844,5.732,1,1,1,10.979,12.177,13.208,2,1,1,2.678,2.678,3.359,1,1,1,1.524,1.524,3.453,1,1,1,5.187,5.187,11.752,1,1,1,0.699,3.072,4.993,2,1,1,1.899,1.899,6.979,1,1,3,7.1,7.1,10.966,1,1,1,2.89,4.647,6.691,2,1,2,7.667,7.667,8.567,1,1,1,1.181,1.181,2.716,1,1,1,7.241,7.241,8.296,1,1,1,1.715,1.715,2.989,1,1,2,2.443,4.463,5.266,3,1,1,3.778,3.778,5.737,1,1,1,3.769,3.769,5.231,1,1,2,7.601,7.601,8.407,1,1,1,6.62,6.62,9.386,1,1,1,0.83,2.023,4.02,2,1,1,1.355,1.355,2.971,1,1,1,3,11.594,11.594,13.668,1, , , , , , , ,1,8,4.602,4.602,8.065,1,50,1.561,1.561,22.063,1,20,2.62,14.383,20.789,2,1,8,Emily,9,1,39,2,3,1,1, ,2,2,3,1,1,75,2,1,4,4,3,2,5,2,5,4,1,1,1,1,1,1,1,1,1,1,1, , , ,1,2,2,3,55369, ,10 mins
